ID;Block;Trial;Haptic;Color;A1;A2;Participant number
3211;Gas;1;False;Neutral;4;2;4
3321;Gas;2;True;Red;6;3;4
3111;Gas;3;False;Blue;3;3;4
3212;Gas;4;False;Neutral;4;4;4
3121;Gas;5;True;Blue;5;3;4
3112;Gas;6;False;Blue;3;5;4
3322;Gas;7;True;Red;7;5;4
3221;Gas;8;True;Neutral;5;4;4
3311;Gas;9;False;Red;4;3;4
3323;Gas;10;True;Red;5;5;4
3312;Gas;11;False;Red;4;3;4
3313;Gas;12;False;Red;4;3;4
3122;Gas;13;True;Blue;3;5;4
3123;Gas;14;True;Blue;3;4;4
3113;Gas;15;False;Blue;4;3;4
3124;Gas;16;True;Blue;2;6;4
3213;Gas;17;False;Neutral;4;7;4
3222;Gas;18;True;Neutral;4;6;4
3223;Gas;19;True;Neutral;4;7;4
3224;Gas;20;True;Neutral;4;6;4
3225;Gas;21;True;Neutral;5;7;4
3324;Gas;22;True;Red;5;4;4
3114;Gas;23;False;Blue;3;5;4
3325;Gas;24;True;Red;5;5;4
3214;Gas;25;False;Neutral;4;5;4
3115;Gas;26;False;Blue;3;4;4
3125;Gas;27;True;Blue;3;4;4
3314;Gas;28;False;Red;4;2;4
3215;Gas;29;False;Neutral;4;2;4
3315;Gas;30;False;Red;5;2;4
2111;Liquid;31;False;Blue;3;2;4
2221;Liquid;32;True;Neutral;4;6;4
2222;Liquid;33;True;Neutral;4;4;4
2112;Liquid;34;False;Blue;3;5;4
2223;Liquid;35;True;Neutral;4;6;4
2311;Liquid;36;False;Red;4;3;4
2211;Liquid;37;False;Neutral;4;4;4
2321;Liquid;38;True;Red;5;4;4
2312;Liquid;39;False;Red;4;5;4
2212;Liquid;40;False;Neutral;4;5;4
2121;Liquid;41;True;Blue;5;7;4
2122;Liquid;42;True;Blue;5;6;4
2123;Liquid;43;True;Blue;5;6;4
2213;Liquid;44;False;Neutral;4;3;4
2224;Liquid;45;True;Neutral;5;3;4
2214;Liquid;46;False;Neutral;4;2;4
2313;Liquid;47;False;Red;4;2;4
2322;Liquid;48;True;Red;6;6;4
2225;Liquid;49;True;Neutral;5;5;4
2323;Liquid;50;True;Red;6;6;4
2113;Liquid;51;False;Blue;4;3;4
2314;Liquid;52;False;Red;5;3;4
2324;Liquid;53;True;Red;6;6;4
2325;Liquid;54;True;Red;6;5;4
2114;Liquid;55;False;Blue;4;2;4
2315;Liquid;56;False;Red;4;2;4
2124;Liquid;57;True;Blue;3;5;4
2215;Liquid;58;False;Neutral;4;2;4
2125;Liquid;59;True;Blue;3;5;4
2115;Liquid;60;False;Blue;4;5;4
1121;Solid;61;True;Blue;4;1;4
1311;Solid;62;False;Red;4;1;4
1321;Solid;63;True;Red;5;2;4
1221;Solid;64;True;Neutral;5;2;4
1122;Solid;65;True;Blue;4;1;4
1211;Solid;66;False;Neutral;4;0;4
1222;Solid;67;True;Neutral;4;2;4
1223;Solid;68;True;Neutral;4;2;4
1224;Solid;69;True;Neutral;4;2;4
1322;Solid;70;True;Red;5;2;4
1312;Solid;71;False;Red;4;0;4
1111;Solid;72;False;Blue;3;0;4
1323;Solid;73;True;Red;4;3;4
1212;Solid;74;False;Neutral;5;0;4
1112;Solid;75;False;Blue;4;0;4
1225;Solid;76;True;Neutral;4;2;4
1123;Solid;77;True;Blue;4;3;4
1313;Solid;78;False;Red;5;1;4
1213;Solid;79;False;Neutral;4;0;4
1214;Solid;80;False;Neutral;4;0;4
1314;Solid;81;False;Red;5;1;4
1324;Solid;82;True;Red;5;3;4
1124;Solid;83;True;Blue;4;4;4
1113;Solid;84;False;Blue;5;1;4
1315;Solid;85;False;Red;4;0;4
1114;Solid;86;False;Blue;3;0;4
1215;Solid;87;False;Neutral;3;1;4
1125;Solid;88;True;Blue;4;3;4
1115;Solid;89;False;Blue;4;0;4
1325;Solid;90;True;Red;5;4;4
