ID;Block;Trial;Haptic;Color;A1;A2;Participant number
1321;Solid;1;True;Red;3;6;25
1111;Solid;2;False;Blue;4;2;25
1121;Solid;3;True;Blue;4;2;25
1211;Solid;4;False;Neutral;4;0;25
1322;Solid;5;True;Red;2;6;25
1221;Solid;6;True;Neutral;3;7;25
1212;Solid;7;False;Neutral;4;0;25
1213;Solid;8;False;Neutral;4;1;25
1112;Solid;9;False;Blue;3;2;25
1222;Solid;10;True;Neutral;2;7;25
1113;Solid;11;False;Blue;4;1;25
1214;Solid;12;False;Neutral;3;1;25
1114;Solid;13;False;Blue;4;1;25
1223;Solid;14;True;Neutral;3;6;25
1122;Solid;15;True;Blue;3;5;25
1123;Solid;16;True;Blue;3;6;25
1323;Solid;17;True;Red;3;7;25
1324;Solid;18;True;Red;4;5;25
1124;Solid;19;True;Blue;3;7;25
1311;Solid;20;False;Red;4;0;25
1312;Solid;21;False;Red;3;1;25
1224;Solid;22;True;Neutral;3;6;25
1125;Solid;23;True;Blue;3;5;25
1225;Solid;24;True;Neutral;2;7;25
1313;Solid;25;False;Red;4;1;25
1314;Solid;26;False;Red;4;0;25
1115;Solid;27;False;Blue;4;0;25
1325;Solid;28;True;Red;3;6;25
1215;Solid;29;False;Neutral;4;0;25
1315;Solid;30;False;Red;3;2;25
2111;Liquid;31;False;Blue;3;1;25
2221;Liquid;32;True;Neutral;5;7;25
2112;Liquid;33;False;Blue;4;0;25
2121;Liquid;34;True;Blue;5;8;25
2222;Liquid;35;True;Neutral;4;8;25
2211;Liquid;36;False;Neutral;4;0;25
2223;Liquid;37;True;Neutral;3;5;25
2321;Liquid;38;True;Red;3;5;25
2311;Liquid;39;False;Red;3;3;25
2322;Liquid;40;True;Red;6;7;25
2212;Liquid;41;False;Neutral;4;1;25
2213;Liquid;42;False;Neutral;5;0;25
2224;Liquid;43;True;Neutral;3;6;25
2122;Liquid;44;True;Blue;5;7;25
2113;Liquid;45;False;Blue;4;0;25
2312;Liquid;46;False;Red;3;2;25
2313;Liquid;47;False;Red;4;1;25
2323;Liquid;48;True;Red;5;7;25
2314;Liquid;49;False;Red;4;3;25
2123;Liquid;50;True;Blue;5;6;25
2324;Liquid;51;True;Red;4;6;25
2315;Liquid;52;False;Red;4;1;25
2214;Liquid;53;False;Neutral;4;1;25
2114;Liquid;54;False;Blue;4;0;25
2225;Liquid;55;True;Neutral;5;6;25
2124;Liquid;56;True;Blue;5;7;25
2115;Liquid;57;False;Blue;4;0;25
2125;Liquid;58;True;Blue;5;7;25
2325;Liquid;59;True;Red;5;6;25
2215;Liquid;60;False;Neutral;4;1;25
3311;Gas;61;False;Red;3;2;25
3111;Gas;62;False;Blue;3;1;25
3221;Gas;63;True;Neutral;2;6;25
3112;Gas;64;False;Blue;3;1;25
3211;Gas;65;False;Neutral;4;2;25
3121;Gas;66;True;Blue;5;6;25
3312;Gas;67;False;Red;6;2;25
3212;Gas;68;False;Neutral;4;5;25
3113;Gas;69;False;Blue;4;2;25
3313;Gas;70;False;Red;5;5;25
3221;Gas;71;True;Neutral;3;1;25
3222;Gas;72;True;Neutral;3;6;25
3321;Gas;73;True;Red;5;7;25
3322;Gas;74;True;Red;6;7;25
3323;Gas;75;True;Red;6;7;25
3122;Gas;76;True;Blue;4;2;25
3123;Gas;77;True;Blue;5;7;25
3213;Gas;78;False;Neutral;3;3;25
3214;Gas;79;False;Neutral;4;4;25
3223;Gas;80;True;Neutral;5;6;25
3324;Gas;81;True;Red;5;6;25
3215;Gas;82;False;Neutral;4;0;25
3124;Gas;83;True;Blue;3;5;25
3325;Gas;84;True;Red;5;5;25
3224;Gas;85;True;Neutral;3;6;25
3314;Gas;86;False;Red;4;2;25
3315;Gas;87;False;Red;4;2;25
3125;Gas;88;True;Blue;5;5;25
3225;Gas;89;True;Neutral;3;6;25
3115;Gas;90;False;Blue;3;1;25
