ID;Block;Trial;Haptic;Color;A1;A2;Participant number
3121;Gas;1;True;Blue;5;7;22
3311;Gas;2;False;Red;4;4;22
3221;Gas;3;True;Neutral;5;5;22
3111;Gas;4;False;Blue;4;3;22
3211;Gas;5;False;Neutral;4;6;22
3312;Gas;6;False;Red;5;6;22
3313;Gas;7;False;Red;6;7;22
3212;Gas;8;False;Neutral;5;6;22
3321;Gas;9;True;Red;6;7;22
3122;Gas;10;True;Blue;6;1;22
3112;Gas;11;False;Blue;4;1;22
3123;Gas;12;True;Blue;6;1;22
3322;Gas;13;True;Red;4;2;22
3314;Gas;14;False;Red;4;3;22
3213;Gas;15;False;Neutral;4;7;22
3222;Gas;16;True;Neutral;5;3;22
3214;Gas;17;False;Neutral;5;3;22
3223;Gas;18;True;Neutral;5;3;22
3323;Gas;19;True;Red;4;2;22
3124;Gas;20;True;Blue;5;2;22
3324;Gas;21;True;Red;5;7;22
3125;Gas;22;True;Blue;5;2;22
3113;Gas;23;False;Blue;4;2;22
3315;Gas;24;False;Red;4;3;22
3114;Gas;25;False;Blue;4;2;22
3325;Gas;26;True;Red;5;6;22
3224;Gas;27;True;Neutral;5;3;22
3215;Gas;28;False;Neutral;4;6;22
3115;Gas;29;False;Blue;4;2;22
3225;Gas;30;True;Neutral;5;3;22
2111;Liquid;31;False;Blue;4;2;22
2221;Liquid;32;True;Neutral;5;1;22
2321;Liquid;33;True;Red;5;7;22
2222;Liquid;34;True;Neutral;5;0;22
2322;Liquid;35;True;Red;5;7;22
2121;Liquid;36;True;Blue;5;0;22
2112;Liquid;37;False;Blue;4;2;22
2113;Liquid;38;False;Blue;4;2;22
2114;Liquid;39;False;Blue;5;2;22
2223;Liquid;40;True;Neutral;5;3;22
2211;Liquid;41;False;Neutral;4;5;22
2311;Liquid;42;False;Red;4;2;22
2115;Liquid;43;False;Blue;4;2;22
2122;Liquid;44;True;Blue;5;1;22
2212;Liquid;45;False;Neutral;4;2;22
2323;Liquid;46;True;Red;5;6;22
2213;Liquid;47;False;Neutral;4;5;22
2123;Liquid;48;True;Blue;5;1;22
2312;Liquid;49;False;Red;4;1;22
2124;Liquid;50;True;Blue;5;1;22
2224;Liquid;51;True;Neutral;5;2;22
2324;Liquid;52;True;Red;5;7;22
2214;Liquid;53;False;Neutral;4;2;22
2225;Liquid;54;True;Neutral;4;5;22
2215;Liquid;55;False;Neutral;4;5;22
2325;Liquid;56;True;Red;5;7;22
2313;Liquid;57;False;Red;4;2;22
2314;Liquid;58;False;Red;4;1;22
2315;Liquid;59;False;Red;4;1;22
2125;Liquid;60;True;Blue;5;0;22
1321;Solid;61;True;Red;4;2;22
1111;Solid;62;False;Blue;4;3;22
1211;Solid;63;False;Neutral;4;6;22
1112;Solid;64;False;Blue;4;2;22
1322;Solid;65;True;Red;5;6;22
1311;Solid;66;False;Red;4;2;22
1121;Solid;67;True;Blue;4;2;22
1312;Solid;68;False;Red;4;2;22
1113;Solid;69;False;Blue;4;2;22
1313;Solid;70;False;Red;4;2;22
1323;Solid;71;True;Red;5;6;22
1221;Solid;72;True;Neutral;4;6;22
1114;Solid;73;False;Blue;4;2;22
1122;Solid;74;True;Blue;5;0;22
1212;Solid;75;False;Neutral;4;7;22
1123;Solid;76;True;Blue;4;2;22
1314;Solid;77;False;Red;4;1;22
1222;Solid;78;True;Neutral;4;6;22
1213;Solid;79;False;Neutral;4;6;22
1223;Solid;80;True;Neutral;5;2;22
1214;Solid;81;False;Neutral;4;2;22
1124;Solid;82;True;Blue;4;5;22
1324;Solid;83;True;Red;4;3;22
1224;Solid;84;True;Neutral;5;1;22
1125;Solid;85;True;Blue;4;3;22
1315;Solid;86;False;Red;4;1;22
1325;Solid;87;True;Red;5;6;22
1215;Solid;88;False;Neutral;4;6;22
1225;Solid;89;True;Neutral;4;5;22
1115;Solid;90;False;Blue;4;2;22
